,Site Type,sample Type,distancetoirport,distancetolandfil,distancetochemfactory,distancetofirefighting,distancetowaterways,Total PFAS,PFAS_Found
33,1,1,50.16463679811631,20.999580926050605,12.496774536786322,12.496774536786322,82.7755772363871,0.0,0
34,0,1,50.96392924683242,41.82119367184223,47.236288451198725,47.236288451198725,161.7418381496041,23.0,1
35,3,1,30.51736658689067,9.039018572336566,5.082459447756214,5.082459447756214,88.68817287026067,0.0,0
36,3,1,27.976201461463184,5.683466780142451,0.9552709372673719,0.9552709372673719,90.87689882585921,3.5,1
37,1,1,27.985957770753785,5.1960383300966315,0.8739858499534285,0.8739858499534285,90.88889462885815,3.5,1
38,1,4,27.65637324335827,4.983455475971878,2.858058603453718,2.858058603453718,87.31478922458182,0.0,0
39,1,1,21.67958836282295,2.1171612154500976,18.193281953224254,18.193281953224254,125.89363871833451,0.0,0
40,0,0,23.145431262287232,11.495472340392025,22.203684796616976,22.203684796616976,101.84831764860145,0.0,0
41,1,1,18.439926067331587,5.513760069855821,12.015870651316519,12.015870651316519,81.87124158171693,4.6,1
42,3,1,18.35683695877187,5.392743885202647,11.926752370843179,11.926752370843179,81.82604471701191,4.6,1
